Date/Time,Temp (C),Dew Point Temp (C),Rel Hum (%),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Weather
2012-02-08 23:00:00,-3.6,-8.1,71,20,25.0,101.19,Clear
2012-02-09 00:00:00,-4.0,-8.3,72,13,25.0,101.17,Clear
2012-02-09 01:00:00,-3.4,-7.9,71,13,25.0,101.16,Clear
2012-02-09 02:00:00,-3.9,-8.0,73,11,25.0,101.17,Clear
2012-02-09 03:00:00,-3.5,-7.9,72,24,25.0,101.12,Clear
2012-02-09 04:00:00,-3.4,-8.0,70,26,25.0,101.1,Clear
2012-02-09 05:00:00,-4.1,-8.3,73,20,25.0,101.11,Clear
2012-02-09 06:00:00,-4.9,-8.9,73,20,25.0,101.13,Clear
2012-02-09 07:00:00,-5.4,-9.1,75,17,24.1,101.19,Mainly Clear
2012-02-09 08:00:00,-4.9,-8.8,74,20,24.1,101.23,Clear
2012-02-09 09:00:00,-3.5,-8.0,71,22,24.1,101.25,Mainly Clear
2012-02-09 10:00:00,-2.5,-7.8,67,28,24.1,101.26,Mainly Clear
2012-02-09 11:00:00,-1.2,-7.3,63,24,24.1,101.27,Clear
2012-02-09 12:00:00,-0.1,-7.3,58,24,48.3,101.19,Clear
2012-02-09 13:00:00,0.7,-7.1,56,26,48.3,101.13,Clear
2012-02-09 14:00:00,1.5,-6.3,56,30,24.1,101.05,Clear
2012-02-09 15:00:00,2.4,-6.2,53,24,48.3,101.03,Clear
2012-02-09 16:00:00,2.7,-6.5,51,22,48.3,101.01,Clear
2012-02-09 17:00:00,2.0,-6.3,54,20,48.3,101.02,Clear
2012-02-09 18:00:00,1.6,-6.6,54,22,24.1,101.06,Clear
2012-02-09 19:00:00,0.4,-5.9,63,20,25.0,101.1,Clear
2012-02-09 20:00:00,0.5,-6.6,59,17,25.0,101.11,Clear
2012-02-09 21:00:00,0.2,-5.5,65,22,25.0,101.13,Clear
2012-02-09 22:00:00,0.8,-4.7,67,28,25.0,101.11,Clear
2012-02-09 23:00:00,0.1,-4.9,69,26,25.0,101.1,Clear
2012-02-10 00:00:00,0.4,-3.5,75,22,25.0,101.12,Clear
2012-02-10 01:00:00,0.1,-4.1,73,19,25.0,101.13,Clear
2012-02-10 02:00:00,0.0,-4.3,73,22,25.0,101.15,Clear
2012-02-10 03:00:00,-1.0,-4.3,78,17,25.0,101.13,Clear
2012-02-10 04:00:00,-0.8,-4.4,77,20,25.0,101.1,Clear
2012-02-10 05:00:00,-0.8,-4.3,77,22,25.0,101.07,Clear
2012-02-10 06:00:00,-0.7,-4.0,78,22,25.0,101.07,Clear
2012-02-10 07:00:00,-0.5,-3.9,78,20,24.1,101.09,Mostly Cloudy
2012-02-10 08:00:00,-0.9,-4.2,78,17,24.1,101.12,Mostly Cloudy
2012-02-10 09:00:00,-0.1,-3.5,78,19,24.1,101.12,Cloudy
2012-02-10 10:00:00,0.9,-3.7,71,28,24.1,101.1,Mostly Cloudy
2012-02-10 11:00:00,1.4,-4.1,67,20,24.1,101.08,Cloudy
2012-02-10 12:00:00,1.4,-3.9,68,24,24.1,100.97,Cloudy
2012-02-10 13:00:00,1.3,-4.7,64,24,24.1,100.92,Cloudy
2012-02-10 14:00:00,1.1,-3.5,71,30,24.1,100.91,Cloudy
2012-02-10 15:00:00,1.3,-4.0,68,28,24.1,100.94,Cloudy
2012-02-10 16:00:00,1.0,-4.1,69,30,24.1,100.9,Cloudy
2012-02-10 17:00:00,0.9,-4.8,66,22,25.0,100.87,Cloudy
2012-02-10 18:00:00,0.4,-4.8,68,17,25.0,100.92,Cloudy
2012-02-10 19:00:00,0.0,-5.2,68,17,25.0,100.91,Mostly Cloudy
2012-02-10 20:00:00,-0.2,-5.2,69,15,25.0,100.88,Snow Showers
2012-02-10 21:00:00,-0.4,-4.7,73,13,25.0,100.84,Cloudy
2012-02-10 22:00:00,-0.7,-3.0,84,11,16.1,100.78,Snow
2012-02-10 23:00:00,-0.9,-2.4,90,6,9.7,100.76,"Snow,Fog"
2012-02-11 00:00:00,-1.4,-2.3,94,9,6.4,100.78,"Snow,Fog"
2012-02-11 01:00:00,-7.4,-8.9,89,24,3.6,100.83,Snow
2012-02-11 02:00:00,-8.6,-11.0,83,30,8.0,100.91,Snow
2012-02-11 03:00:00,-9.5,-12.4,79,22,6.4,100.93,Snow
2012-02-11 04:00:00,-10.8,-13.4,81,22,16.1,100.98,Snow
2012-02-11 05:00:00,-11.5,-14.4,79,20,16.1,100.99,Snow
2012-02-11 06:00:00,-12.2,-14.8,81,24,9.7,101.0,Snow
2012-02-11 07:00:00,-13.0,-15.7,80,20,12.9,100.96,Snow
2012-02-11 08:00:00,-13.7,-17.1,75,20,16.1,101.01,Snow
2012-02-11 09:00:00,-13.7,-19.1,64,20,24.1,101.04,Cloudy
2012-02-11 10:00:00,-13.4,-18.8,64,19,24.1,101.05,Snow
2012-02-11 11:00:00,-13.1,-18.8,62,11,24.1,101.03,Snow
2012-02-11 12:00:00,-12.8,-17.2,70,9,19.3,100.97,Snow
2012-02-11 13:00:00,-12.1,-16.4,70,7,24.1,100.85,Mostly Cloudy
2012-02-11 14:00:00,-11.3,-17.4,61,6,48.3,100.76,Mainly Clear
2012-02-11 15:00:00,-10.8,-18.8,52,11,48.3,100.73,Mainly Clear
2012-02-11 16:00:00,-10.4,-18.3,52,6,48.3,100.7,Mainly Clear
2012-02-11 17:00:00,-10.5,-17.0,59,4,25.0,100.68,Mainly Clear
2012-02-11 18:00:00,-12.8,-17.9,66,4,25.0,100.72,Clear
2012-02-11 19:00:00,-14.0,-21.2,54,7,25.0,100.74,Clear
2012-02-11 20:00:00,-14.4,-19.9,63,9,25.0,100.73,Clear
2012-02-11 21:00:00,-13.9,-18.6,68,7,25.0,100.71,Clear
2012-02-11 22:00:00,-13.5,-18.2,68,6,25.0,100.7,Clear
2012-02-11 23:00:00,-14.5,-20.8,59,13,25.0,100.68,Clear
2012-02-12 00:00:00,-15.0,-22.4,53,11,25.0,100.66,Clear
2012-02-12 01:00:00,-15.3,-23.1,51,11,25.0,100.62,Mostly Cloudy
2012-02-12 02:00:00,-15.9,-23.7,51,6,25.0,100.6,Clear
2012-02-12 03:00:00,-16.8,-23.9,54,9,25.0,100.57,Mainly Clear
2012-02-12 04:00:00,-16.6,-23.8,54,11,25.0,100.6,Cloudy
2012-02-12 05:00:00,-16.4,-22.8,58,11,25.0,100.59,Snow
2012-02-12 06:00:00,-16.7,-23.3,57,15,25.0,100.6,Snow
2012-02-12 07:00:00,-16.7,-23.5,56,19,24.1,100.64,Snow
2012-02-12 08:00:00,-16.9,-24.1,54,17,24.1,100.68,Cloudy
2012-02-12 09:00:00,-16.7,-24.6,50,17,24.1,100.72,Snow
2012-02-12 10:00:00,-16.6,-25.1,48,17,48.3,100.73,Mostly Cloudy
2012-02-12 11:00:00,-16.1,-25.3,45,20,48.3,100.72,Mainly Clear
2012-02-12 12:00:00,-14.8,-23.8,46,24,48.3,100.61,Mainly Clear
2012-02-12 13:00:00,-13.9,-23.2,45,20,48.3,100.55,Mainly Clear
2012-02-12 14:00:00,-13.2,-23.0,44,26,48.3,100.52,Mainly Clear
2012-02-12 15:00:00,-12.5,-22.8,42,28,48.3,100.51,Mainly Clear
2012-02-12 16:00:00,-12.0,-21.9,44,32,48.3,100.54,Mainly Clear
2012-02-12 17:00:00,-12.0,-22.1,43,26,25.0,100.56,Mainly Clear
2012-02-12 18:00:00,-12.3,-20.1,52,24,25.0,100.57,Mostly Cloudy
2012-02-12 19:00:00,-11.9,-19.3,54,24,25.0,100.58,Mostly Cloudy
2012-02-12 20:00:00,-11.3,-18.9,53,22,25.0,100.58,Cloudy
2012-02-12 21:00:00,-10.8,-18.8,52,24,25.0,100.55,Cloudy
2012-02-12 22:00:00,-10.6,-17.9,55,26,25.0,100.55,Cloudy
2012-02-12 23:00:00,-10.3,-17.3,56,20,25.0,100.53,Cloudy
2012-02-13 00:00:00,-10.0,-16.3,60,19,25.0,100.48,Snow
2012-02-13 01:00:00,-9.4,-16.5,56,22,25.0,100.37,Cloudy
2012-02-13 02:00:00,-8.8,-15.7,57,24,25.0,100.33,Cloudy
2012-02-13 03:00:00,-8.8,-14.6,63,20,25.0,100.31,Cloudy
2012-02-13 04:00:00,-8.4,-14.6,61,20,25.0,100.3,Cloudy
2012-02-13 05:00:00,-8.0,-15.0,57,22,25.0,100.33,Cloudy
2012-02-13 06:00:00,-7.9,-14.5,59,22,25.0,100.37,Cloudy
2012-02-13 07:00:00,-7.9,-14.5,59,22,24.1,100.44,Cloudy
2012-02-13 08:00:00,-8.0,-13.5,65,24,48.3,100.54,Cloudy
2012-02-13 09:00:00,-7.5,-14.6,57,20,48.3,100.56,Cloudy
2012-02-13 10:00:00,-6.8,-19.1,37,26,48.3,100.59,Mostly Cloudy
2012-02-13 11:00:00,-6.5,-13.0,60,20,48.3,100.59,Cloudy
2012-02-13 12:00:00,-5.2,-13.1,54,17,48.3,100.56,Mostly Cloudy
2012-02-13 13:00:00,-4.9,-14.0,49,24,48.3,100.52,Mostly Cloudy
2012-02-13 14:00:00,-4.3,-13.4,49,22,48.3,100.52,Cloudy
2012-02-13 15:00:00,-3.4,-12.4,50,24,48.3,100.54,Cloudy
2012-02-13 16:00:00,-3.4,-12.8,48,24,48.3,100.56,Cloudy
2012-02-13 17:00:00,-3.6,-13.7,45,15,24.1,100.6,Mostly Cloudy
2012-02-13 18:00:00,-4.9,-13.4,51,0,25.0,100.64,Mostly Cloudy
2012-02-13 19:00:00,-5.6,-12.0,61,15,25.0,100.69,Mostly Cloudy
2012-02-13 20:00:00,-7.2,-12.0,69,7,25.0,100.73,Cloudy
2012-02-13 21:00:00,-7.5,-12.1,70,11,19.3,100.76,Snow
2012-02-13 22:00:00,-9.0,-12.9,73,13,25.0,100.78,Cloudy
2012-02-13 23:00:00,-10.8,-14.8,72,19,25.0,100.8,Cloudy
2012-02-14 00:00:00,-11.8,-15.6,73,15,25.0,100.83,Mostly Cloudy
2012-02-14 01:00:00,-11.9,-16.0,72,13,25.0,100.86,Mainly Clear
2012-02-14 02:00:00,-12.9,-17.9,66,11,25.0,100.93,Mainly Clear
2012-02-14 03:00:00,-13.2,-19.1,61,9,25.0,100.96,Mostly Cloudy
2012-02-14 04:00:00,-13.4,-19.4,61,11,25.0,101.01,Mostly Cloudy
2012-02-14 05:00:00,-13.4,-19.7,59,4,25.0,101.03,Mostly Cloudy
2012-02-14 06:00:00,-14.2,-19.6,64,6,25.0,101.04,Mainly Clear
2012-02-14 07:00:00,-13.7,-19.9,59,7,24.1,101.07,Mainly Clear
2012-02-14 08:00:00,-13.6,-20.0,58,9,24.1,101.12,Mainly Clear
2012-02-14 09:00:00,-11.6,-18.0,59,4,24.1,101.12,Mainly Clear
2012-02-14 10:00:00,-8.8,-14.3,64,4,24.1,101.15,Mainly Clear
2012-02-14 11:00:00,-5.0,-10.6,65,0,19.3,101.14,Mostly Cloudy
2012-02-14 12:00:00,-3.2,-8.3,68,4,24.1,101.09,Cloudy
2012-02-14 13:00:00,-2.1,-6.5,72,4,24.1,101.02,Cloudy
2012-02-14 14:00:00,0.1,-5.1,68,9,24.1,100.98,Mostly Cloudy
2012-02-14 15:00:00,1.1,-5.3,62,9,24.1,100.98,Mostly Cloudy
2012-02-14 16:00:00,2.3,-4.9,59,7,24.1,100.97,Mostly Cloudy
2012-02-14 17:00:00,1.1,-3.7,70,9,24.1,101.01,Mostly Cloudy
2012-02-14 18:00:00,1.3,-3.9,68,9,25.0,101.08,Cloudy
2012-02-14 19:00:00,1.8,-6.1,56,7,25.0,101.13,Cloudy
2012-02-14 20:00:00,-0.2,-5.1,69,4,25.0,101.16,Mostly Cloudy
2012-02-14 21:00:00,-0.6,-6.0,67,7,25.0,101.18,Mainly Clear
2012-02-14 22:00:00,-0.5,-5.7,68,0,25.0,101.21,Cloudy
2012-02-14 23:00:00,-1.2,-5.6,72,0,25.0,101.22,Cloudy
2012-02-15 00:00:00,-1.9,-5.6,76,4,25.0,101.26,Cloudy
2012-02-15 01:00:00,-1.8,-5.2,78,4,25.0,101.31,Cloudy
2012-02-15 02:00:00,-1.2,-5.2,74,0,25.0,101.33,Cloudy
2012-02-15 03:00:00,-1.6,-5.4,75,4,25.0,101.36,Cloudy
2012-02-15 04:00:00,-0.7,-3.5,81,0,25.0,101.39,Snow
2012-02-15 05:00:00,-1.3,-3.0,88,7,4.8,101.45,Snow
2012-02-15 06:00:00,-1.0,-2.3,91,0,4.8,101.48,Snow
2012-02-15 07:00:00,-0.3,-1.6,91,4,6.4,101.51,Snow
2012-02-15 08:00:00,0.1,-1.5,89,4,4.8,101.57,Snow
2012-02-15 09:00:00,0.6,-1.2,88,4,3.2,101.61,Snow
2012-02-15 10:00:00,1.0,-0.7,88,0,6.4,101.62,Snow
2012-02-15 11:00:00,2.0,-0.2,85,0,8.0,101.65,Snow
2012-02-15 12:00:00,2.1,-0.3,84,0,9.7,101.67,Snow
2012-02-15 13:00:00,1.7,-0.3,87,6,9.7,101.67,Snow
2012-02-15 14:00:00,1.5,0.0,90,7,9.7,101.68,Snow
2012-02-15 15:00:00,1.9,0.1,88,6,12.9,101.72,Cloudy
2012-02-15 16:00:00,2.2,0.2,87,6,12.9,101.75,Rain
2012-02-15 17:00:00,2.1,0.3,88,6,11.3,101.8,Rain
2012-02-15 18:00:00,1.5,0.2,91,7,9.7,101.85,Rain
2012-02-15 19:00:00,1.5,0.2,91,7,9.7,101.89,Rain
2012-02-15 20:00:00,1.5,0.2,91,7,6.4,101.91,Rain
2012-02-15 21:00:00,1.3,0.1,92,13,8.0,101.95,Snow
2012-02-15 22:00:00,1.2,0.0,92,7,6.4,101.98,Fog
2012-02-15 23:00:00,1.4,0.0,90,7,8.0,101.97,Fog
2012-02-16 00:00:00,0.8,-0.4,92,9,9.7,101.96,Fog
2012-02-16 01:00:00,1.1,-0.5,89,7,12.9,102.0,Cloudy
2012-02-16 02:00:00,0.7,-0.8,90,4,12.9,101.97,Cloudy
2012-02-16 03:00:00,0.7,-0.7,90,6,25.0,101.94,Cloudy
2012-02-16 04:00:00,0.9,-0.7,89,7,12.9,101.94,Cloudy
2012-02-16 05:00:00,0.7,-0.9,89,4,12.9,101.92,Cloudy
2012-02-16 06:00:00,1.3,-0.9,85,6,12.9,101.93,Cloudy
2012-02-16 07:00:00,1.7,-0.9,83,7,12.9,101.96,Cloudy
2012-02-16 08:00:00,1.2,-1.2,84,7,16.1,101.95,Cloudy
2012-02-16 09:00:00,1.8,-1.3,80,0,16.1,101.91,Mostly Cloudy
2012-02-16 10:00:00,2.7,-1.1,76,11,24.1,101.83,Mainly Clear
2012-02-16 11:00:00,3.3,-2.1,68,11,24.1,101.76,Mostly Cloudy
2012-02-16 12:00:00,3.6,-3.1,62,19,24.1,101.65,Mostly Cloudy
2012-02-16 13:00:00,3.3,-2.7,65,19,24.1,101.53,Mostly Cloudy
2012-02-16 14:00:00,3.5,-2.7,64,19,24.1,101.39,Mostly Cloudy
2012-02-16 15:00:00,3.6,-2.8,63,19,24.1,101.29,Mostly Cloudy
2012-02-16 16:00:00,3.7,-2.5,64,15,24.1,101.22,Cloudy
2012-02-16 17:00:00,3.6,-2.7,63,15,24.1,101.17,Cloudy
2012-02-16 18:00:00,3.0,-2.1,69,19,24.1,101.13,Rain
2012-02-16 19:00:00,2.5,-1.4,75,17,25.0,101.02,Rain
2012-02-16 20:00:00,1.7,-0.7,84,17,16.1,100.94,Rain
2012-02-16 21:00:00,1.5,-0.5,87,15,25.0,100.88,Rain
2012-02-16 22:00:00,1.5,-0.6,86,17,12.9,100.8,Rain
2012-02-16 23:00:00,1.3,-0.3,89,19,16.1,100.71,Rain
2012-02-17 00:00:00,1.3,-0.3,89,19,12.9,100.64,Rain
2012-02-17 01:00:00,1.3,-0.2,90,19,12.9,100.57,Rain
2012-02-17 02:00:00,1.3,0.1,92,17,9.7,100.5,Rain
2012-02-17 03:00:00,1.4,0.2,92,19,12.9,100.45,Rain
2012-02-17 04:00:00,2.3,1.1,92,20,8.0,100.47,Drizzle
2012-02-17 05:00:00,2.8,1.6,92,24,12.9,100.49,Cloudy
2012-02-17 06:00:00,3.0,0.9,86,30,16.1,100.54,Cloudy
2012-02-17 07:00:00,3.0,-0.3,79,24,24.1,100.58,Mostly Cloudy
2012-02-17 08:00:00,2.8,-1.2,75,32,24.1,100.67,Cloudy
2012-02-17 09:00:00,2.3,-2.4,71,32,24.1,100.74,Mostly Cloudy
2012-02-17 10:00:00,2.5,-3.0,67,41,48.3,100.76,Mostly Cloudy
2012-02-17 11:00:00,2.6,-4.0,62,32,48.3,100.77,Cloudy
2012-02-17 12:00:00,2.6,-4.1,61,24,24.1,100.71,Cloudy
2012-02-17 13:00:00,3.0,-4.3,59,22,24.1,100.66,Mostly Cloudy
2012-02-17 14:00:00,3.5,-5.1,53,28,24.1,100.62,Mostly Cloudy
2012-02-17 15:00:00,3.0,-4.4,58,30,24.1,100.63,Mostly Cloudy
2012-02-17 16:00:00,3.1,-4.9,56,26,24.1,100.64,Cloudy
2012-02-17 17:00:00,2.6,-3.9,62,26,24.1,100.66,Mostly Cloudy
2012-02-17 18:00:00,2.3,-3.7,64,22,25.0,100.69,Mostly Cloudy
2012-02-17 19:00:00,2.0,-3.5,67,28,25.0,100.68,Mostly Cloudy
2012-02-17 20:00:00,1.8,-3.4,68,24,25.0,100.68,Mostly Cloudy
2012-02-17 21:00:00,1.7,-3.6,68,19,25.0,100.7,Mostly Cloudy
2012-02-17 22:00:00,1.2,-3.9,69,15,25.0,100.72,Mainly Clear
2012-02-17 23:00:00,0.9,-4.1,69,26,25.0,100.7,Mainly Clear
2012-02-18 00:00:00,0.7,-3.9,71,24,25.0,100.71,Mainly Clear
2012-02-18 01:00:00,0.7,-4.5,68,22,25.0,100.71,Mainly Clear
2012-02-18 02:00:00,0.3,-4.4,71,22,25.0,100.74,Mainly Clear
2012-02-18 03:00:00,0.3,-4.7,69,26,25.0,100.72,Mostly Cloudy
2012-02-18 04:00:00,-0.3,-4.9,71,22,25.0,100.74,Mostly Cloudy
2012-02-18 05:00:00,-0.6,-5.1,72,19,25.0,100.79,Cloudy
2012-02-18 06:00:00,-0.2,-5.0,70,20,25.0,100.82,Mostly Cloudy
2012-02-18 07:00:00,-0.6,-5.2,71,24,25.0,100.84,Mostly Cloudy
2012-02-18 08:00:00,-0.6,-5.3,70,19,24.1,100.85,Mostly Cloudy
2012-02-18 09:00:00,-0.6,-5.4,70,24,48.3,100.85,Mainly Clear
2012-02-18 10:00:00,0.1,-5.3,67,24,48.3,100.83,Cloudy
2012-02-18 11:00:00,0.5,-5.1,66,17,48.3,100.81,Cloudy
2012-02-18 12:00:00,1.1,-5.7,60,15,48.3,100.75,Mostly Cloudy
2012-02-18 13:00:00,1.8,-6.1,56,20,48.3,100.7,Mostly Cloudy
2012-02-18 14:00:00,1.2,-5.4,61,15,48.3,100.7,Mostly Cloudy
2012-02-18 15:00:00,1.5,-5.8,58,19,48.3,100.71,Mostly Cloudy
2012-02-18 16:00:00,1.5,-6.3,56,19,48.3,100.73,Mostly Cloudy
2012-02-18 17:00:00,1.0,-6.2,59,13,48.3,100.78,Mostly Cloudy
2012-02-18 18:00:00,0.8,-6.9,56,15,25.0,100.88,Mostly Cloudy
2012-02-18 19:00:00,-0.6,-7.8,58,11,25.0,100.99,Mainly Clear
2012-02-18 20:00:00,-1.7,-7.8,63,11,25.0,101.09,Clear
2012-02-18 21:00:00,-2.4,-8.1,65,9,25.0,101.16,Clear
2012-02-18 22:00:00,-3.5,-8.3,69,9,25.0,101.21,Clear
2012-02-18 23:00:00,-3.9,-8.7,69,9,25.0,101.29,Clear
2012-02-19 00:00:00,-3.9,-8.8,69,13,25.0,101.37,Clear
2012-02-19 01:00:00,-4.5,-9.8,66,19,25.0,101.46,Mainly Clear
2012-02-19 02:00:00,-5.2,-10.2,68,9,25.0,101.49,Mainly Clear
2012-02-19 03:00:00,-6.0,-10.3,72,0,25.0,101.43,Clear
2012-02-19 04:00:00,-5.8,-10.5,69,7,25.0,101.44,Mainly Clear
2012-02-19 05:00:00,-5.9,-9.7,74,9,25.0,101.48,Mainly Clear
2012-02-19 06:00:00,-6.7,-10.3,76,6,25.0,101.5,Clear
2012-02-19 07:00:00,-6.3,-10.5,72,7,25.0,101.53,Mainly Clear
2012-02-19 08:00:00,-5.8,-9.9,73,7,24.1,101.57,Mostly Cloudy
2012-02-19 09:00:00,-5.2,-9.7,71,9,24.1,101.59,Mostly Cloudy
2012-02-19 10:00:00,-4.7,-9.7,68,15,48.3,101.59,Cloudy
2012-02-19 11:00:00,-4.0,-9.1,68,17,48.3,101.59,Mostly Cloudy
2012-02-19 12:00:00,-3.2,-9.0,64,17,48.3,101.56,Mainly Clear
2012-02-19 13:00:00,-2.7,-8.6,64,19,48.3,101.51,Mainly Clear
2012-02-19 14:00:00,-2.3,-9.5,58,15,48.3,101.45,Clear
2012-02-19 15:00:00,-1.6,-9.3,56,17,48.3,101.43,Clear
2012-02-19 16:00:00,-1.6,-9.7,54,20,48.3,101.37,Clear
2012-02-19 17:00:00,-2.1,-9.8,56,15,48.3,101.36,Clear
2012-02-19 18:00:00,-2.9,-9.8,59,13,48.3,101.39,Clear
2012-02-19 19:00:00,-3.2,-10.0,59,15,25.0,101.43,Clear
2012-02-19 20:00:00,-3.8,-10.1,62,13,25.0,101.47,Clear
2012-02-19 21:00:00,-4.8,-10.0,67,11,25.0,101.51,Clear
2012-02-19 22:00:00,-5.4,-10.2,69,9,25.0,101.52,Clear
2012-02-19 23:00:00,-6.3,-11.8,65,7,25.0,101.52,Clear
2012-02-20 00:00:00,-6.7,-12.4,64,4,25.0,101.55,Clear
2012-02-20 01:00:00,-7.6,-12.6,67,0,25.0,101.63,Clear
2012-02-20 02:00:00,-8.8,-12.3,76,4,25.0,101.66,Clear
2012-02-20 03:00:00,-8.8,-12.7,73,7,25.0,101.68,Clear
2012-02-20 04:00:00,-9.8,-13.0,77,6,25.0,101.69,Clear
2012-02-20 05:00:00,-10.2,-13.7,75,6,25.0,101.77,Clear
2012-02-20 06:00:00,-10.7,-14.3,75,4,25.0,101.81,Clear
2012-02-20 07:00:00,-11.0,-14.4,76,4,24.1,101.87,Clear
2012-02-20 08:00:00,-9.9,-14.4,70,4,48.3,101.98,Mainly Clear
2012-02-20 09:00:00,-8.7,-14.1,65,6,48.3,102.04,Mostly Cloudy
2012-02-20 10:00:00,-8.0,-13.7,64,9,48.3,102.07,Mostly Cloudy
2012-02-20 11:00:00,-7.1,-13.3,61,9,48.3,102.09,Mostly Cloudy
2012-02-20 12:00:00,-6.0,-12.1,62,11,48.3,102.1,Mostly Cloudy
2012-02-20 13:00:00,-4.7,-11.7,58,20,48.3,102.08,Mostly Cloudy
2012-02-20 14:00:00,-3.1,-10.5,57,17,48.3,102.07,Mainly Clear
2012-02-20 15:00:00,-2.0,-9.7,56,19,48.3,102.07,Mostly Cloudy
2012-02-20 16:00:00,-1.8,-8.5,60,20,48.3,102.06,Mainly Clear
2012-02-20 17:00:00,-1.9,-8.9,59,17,48.3,102.08,Clear
2012-02-20 18:00:00,-3.2,-8.8,65,9,48.3,102.1,Clear
2012-02-20 19:00:00,-3.6,-8.7,68,7,25.0,102.13,Clear
2012-02-20 20:00:00,-4.0,-9.0,68,6,25.0,102.16,Mainly Clear
2012-02-20 21:00:00,-3.5,-8.9,66,6,25.0,102.18,Clear
2012-02-20 22:00:00,-3.3,-8.8,66,0,25.0,102.2,Clear
2012-02-20 23:00:00,-5.8,-9.3,76,4,25.0,102.2,Clear
2012-02-21 00:00:00,-4.0,-8.1,73,9,25.0,102.21,Clear
2012-02-21 01:00:00,-4.3,-8.4,73,6,25.0,102.18,Clear
2012-02-21 02:00:00,-4.1,-8.1,74,7,25.0,102.21,Clear
2012-02-21 03:00:00,-5.3,-8.9,76,4,25.0,102.19,Clear
2012-02-21 04:00:00,-5.2,-8.2,79,4,25.0,102.12,Clear
2012-02-21 05:00:00,-6.1,-8.6,82,7,25.0,102.05,Mainly Clear
2012-02-21 06:00:00,-6.1,-8.9,81,6,25.0,102.03,Mainly Clear
2012-02-21 07:00:00,-6.2,-9.1,80,7,48.3,102.03,Mainly Clear
2012-02-21 08:00:00,-5.0,-8.2,78,7,48.3,101.98,Mostly Cloudy
2012-02-21 09:00:00,-3.1,-7.2,73,9,48.3,101.87,Mostly Cloudy
2012-02-21 10:00:00,-1.4,-7.0,66,11,48.3,101.72,Mostly Cloudy
2012-02-21 11:00:00,-0.1,-6.2,63,15,48.3,101.55,Cloudy
2012-02-21 12:00:00,0.0,-6.8,60,19,48.3,101.38,Cloudy
2012-02-21 13:00:00,1.0,-6.2,59,24,48.3,101.19,Cloudy
2012-02-21 14:00:00,1.9,-6.2,55,22,48.3,100.95,Mostly Cloudy
2012-02-21 15:00:00,2.2,-5.8,55,19,48.3,100.82,Cloudy
2012-02-21 16:00:00,2.0,-5.9,56,17,48.3,100.66,Cloudy
2012-02-21 17:00:00,2.2,-6.4,53,9,48.3,100.59,Cloudy
2012-02-21 18:00:00,1.9,-6.1,55,9,25.0,100.54,Cloudy
2012-02-21 19:00:00,2.1,-6.5,53,0,25.0,100.5,Cloudy
2012-02-21 20:00:00,-0.2,-4.9,71,4,25.0,100.43,Cloudy
2012-02-21 21:00:00,-0.5,-4.9,72,6,25.0,100.4,Cloudy
2012-02-21 22:00:00,-0.6,-4.5,75,6,25.0,100.35,Snow
2012-02-21 23:00:00,0.5,-4.4,70,0,25.0,100.2,Cloudy
2012-02-22 00:00:00,0.5,-2.1,83,19,9.7,100.1,Snow
2012-02-22 01:00:00,0.8,-2.2,80,15,12.9,99.97,Snow
2012-02-22 02:00:00,1.4,-2.5,75,19,12.9,99.87,Snow
2012-02-22 03:00:00,1.3,-1.5,82,20,9.7,99.77,"Rain,Snow"
2012-02-22 04:00:00,1.2,-1.0,85,15,12.9,99.68,Rain
2012-02-22 05:00:00,1.4,-0.6,87,15,9.7,99.64,Rain
2012-02-22 06:00:00,1.5,-0.3,88,13,12.9,99.59,Rain
2012-02-22 07:00:00,1.6,0.1,90,15,6.4,99.57,"Rain,Fog"
2012-02-22 08:00:00,2.6,0.9,89,17,19.3,99.57,Rain
2012-02-22 09:00:00,2.9,0.7,85,26,24.1,99.57,Cloudy
2012-02-22 10:00:00,4.0,1.2,82,28,24.1,99.54,Mostly Cloudy
2012-02-22 11:00:00,4.6,0.4,74,26,24.1,99.56,Mostly Cloudy
2012-02-22 12:00:00,5.2,-0.6,66,28,24.1,99.52,Mostly Cloudy
2012-02-22 13:00:00,5.8,-1.1,61,22,24.1,99.4,Mostly Cloudy
2012-02-22 14:00:00,6.1,-1.4,59,17,24.1,99.32,Mostly Cloudy
2012-02-22 15:00:00,5.4,-1.4,62,28,24.1,99.3,Rain Showers
2012-02-22 16:00:00,2.9,0.3,83,19,24.1,99.31,Mainly Clear
2012-02-22 17:00:00,2.6,0.1,84,19,24.1,99.29,Mostly Cloudy
2012-02-22 18:00:00,2.4,-0.2,83,9,24.1,99.33,Mostly Cloudy
2012-02-22 19:00:00,1.9,-0.2,86,6,25.0,99.34,Mainly Clear
2012-02-22 20:00:00,1.6,-0.8,84,13,25.0,99.32,Mostly Cloudy
2012-02-22 21:00:00,2.3,-0.9,79,15,25.0,99.33,Mostly Cloudy
2012-02-22 22:00:00,2.7,-0.8,78,15,25.0,99.26,Cloudy
2012-02-22 23:00:00,2.6,-1.0,77,13,25.0,99.27,Cloudy
2012-02-23 00:00:00,2.3,-0.9,79,20,25.0,99.23,Rain Showers
2012-02-23 01:00:00,1.7,-1.1,82,11,25.0,99.18,Cloudy
2012-02-23 02:00:00,1.1,-1.1,85,7,25.0,99.17,Snow
